10:51:38.813 [JavaFX App] DEBUG FXGLLoggerFactory    - Service [LoggerFactory] initialized
10:51:38.817 [JavaFX App] DEBUG GameApplication      - Starting Game Application
10:51:38.818 [JavaFX App] DEBUG FXGLEventBus         - Service [EventBus] initialized
10:51:38.821 [JavaFX App] DEBUG FXGLExecutor         - Service [Executor] initialized
10:51:38.823 [JavaFX App] DEBUG GameWorld            - Game world initialized
10:51:38.856 [JavaFX App] DEBUG PhysicsWorld         - Physics world initialized
10:51:38.871 [JavaFX App] DEBUG GameScene            - Game scene initialized: 1280.0x720.0
10:51:38.899 [JavaFX App] DEBUG AssetLoader          - Service [AssetLoader] initialized
10:51:38.900 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/system/notification.wav
10:51:38.916 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/select.wav
10:51:38.917 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/back.wav
10:51:38.918 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/press.wav
10:51:38.919 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/fonts/Copperplate_Gothic_Light_Regular.ttf
10:51:39.006 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl.css
10:51:39.006 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/icons/fxgl_icon.png
10:51:39.037 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl_dark.css
10:51:39.049 [JavaFX App] DEBUG FXGLDisplay          - Target size: DoubleProperty [value: 1280.0] x DoubleProperty [value: 720.0] @ 1.0
10:51:39.050 [JavaFX App] DEBUG FXGLDisplay          - New size:    1280.0 x 720.0 @ DoubleProperty [value: 1.0]
10:51:39.050 [JavaFX App] DEBUG FXGLDisplay          - Service [Display] initialized
10:51:39.050 [JavaFX App] DEBUG FXGLDisplay          - Using CSS: CSS(externalForm=jar:file:/C:/Users/Romano/Documents/GitHub/Breakout/src/lib/FXGL-0.2.4-uber.jar!/assets/ui/css/fxgl_dark.css)
10:51:39.053 [JavaFX App] DEBUG FXGLInput            - Service [Input] initialized
10:51:39.053 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Screenshot - P
10:51:39.053 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Developer Options - CTRL+0
10:51:39.056 [JavaFX App] DEBUG FXGLInput            - Registered new binding: left - A
10:51:39.056 [JavaFX App] DEBUG FXGLInput            - Registered new binding: right - D
10:51:39.056 [JavaFX App] DEBUG GameApplication      - Initializing global event handlers
10:51:39.056 [JavaFX App] DEBUG FXGLMasterTimer      - Service [MasterTimer] initialized
10:51:39.062 [JavaFX App] DEBUG FXGLEventBus         - Firing event: SaveEvent
10:51:39.063 [JavaFX App] DEBUG FXGLInput            - Saving data to profile
10:51:39.063 [JavaFX App] DEBUG Bundle               - Logging bundle: input
10:51:39.064 [JavaFX App] DEBUG Bundle               - input.Screenshot=P
10:51:39.064 [JavaFX App] DEBUG Bundle               - input.right=D
10:51:39.064 [JavaFX App] DEBUG Bundle               - input.Developer Options=CTRL+0
10:51:39.064 [JavaFX App] DEBUG Bundle               - input.left=A
10:51:39.064 [JavaFX App] DEBUG FXGLDisplay          - Saving data to profile
10:51:39.064 [JavaFX App] DEBUG Bundle               - Logging bundle: scene
10:51:39.064 [JavaFX App] DEBUG Bundle               - scene.sizeW=1280.0
10:51:39.064 [JavaFX App] DEBUG Bundle               - scene.sizeH=720.0
10:51:39.065 [JavaFX App] DEBUG FXGLAudioPlayer      - Service [AudioPlayer] initialized
10:51:39.065 [JavaFX App] DEBUG FXGLAudioPlayer      - Saving data to profile
10:51:39.065 [JavaFX App] DEBUG Bundle               - Logging bundle: audio
10:51:39.065 [JavaFX App] DEBUG Bundle               - audio.musicVolume=0.5
10:51:39.065 [JavaFX App] DEBUG Bundle               - audio.soundVolume=0.5
10:51:39.065 [JavaFX App] DEBUG AchievementManager   - Service [AchievementManager] initialized
10:51:39.065 [JavaFX App] DEBUG AchievementManager   - Saving data to profile
10:51:39.065 [JavaFX App] DEBUG Bundle               - Logging bundle: achievement
10:51:39.065 [JavaFX App] DEBUG FXGLMasterTimer      - Saving data to profile
10:51:39.065 [JavaFX App] DEBUG Bundle               - Logging bundle: timer
10:51:39.065 [JavaFX App] DEBUG Bundle               - timer.playtime=0
10:51:39.095 [JavaFX App] DEBUG GameApplication      - State: STARTUP -> MAIN_MENU
10:51:39.213 [JavaFX App] DEBUG FXGLDisplay          - Showing stage
10:51:39.213 [JavaFX App] DEBUG FXGLDisplay          - Root size: 1280.0x720.0
10:51:39.213 [JavaFX App] DEBUG FXGLDisplay          - Scene size: 1280.0x720.0
10:51:39.213 [JavaFX App] DEBUG FXGLDisplay          - Stage size: 1296.0x758.0
10:51:39.296 [JavaFX App] DEBUG SaveLoadManager      - Checking profiles dir: profiles/
10:51:39.297 [JavaFX App] DEBUG SaveLoadManager      - Loading profile names
10:51:39.300 [JavaFX App] DEBUG IOTask               - Showing dialog
10:51:39.306 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_OPENED]
10:51:39.307 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
10:51:39.316 [pool-3-thr] DEBUG IOTask               - Executing task: loadDirectoryNamesTask(./profiles/, false)
10:51:39.440 [JavaFX App] DEBUG IOTask               - succeed(): Dismissing dialog
10:51:39.441 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_CLOSED]
10:51:39.441 [JavaFX App] DEBUG IOTask               - Task succeeded: loadDirectoryNamesTask(./profiles/, false)
10:51:39.449 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_OPENED]
10:51:39.449 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
10:51:40.522 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_CLOSED]
10:51:40.523 [JavaFX App] DEBUG SaveLoadManager      - Loading profile: 1
10:51:40.524 [JavaFX App] DEBUG IOTask               - Showing dialog
10:51:40.529 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_OPENED]
10:51:40.529 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
10:51:40.529 [pool-3-thr] DEBUG IOTask               - Executing task: readDataTask(./profiles/1/user.profile)
10:51:40.531 [pool-3-thr] DEBUG FS                   - Reading from: .\profiles\1\user.profile
10:51:40.561 [JavaFX App] DEBUG IOTask               - succeed(): Dismissing dialog
10:51:40.562 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_CLOSED]
10:51:40.562 [JavaFX App] DEBUG IOTask               - Task succeeded: readDataTask(./profiles/1/user.profile)
10:51:40.562 [JavaFX App] DEBUG FXGLEventBus         - Firing event: LoadEvent[type=LOAD_PROFILE]
10:51:40.562 [JavaFX App] DEBUG FXGLInput            - Loading data from profile
10:51:40.562 [JavaFX App] DEBUG Bundle               - Logging bundle: input
10:51:40.562 [JavaFX App] DEBUG Bundle               - input.Screenshot=P
10:51:40.562 [JavaFX App] DEBUG Bundle               - input.right=D
10:51:40.562 [JavaFX App] DEBUG Bundle               - input.Developer Options=0
10:51:40.563 [JavaFX App] DEBUG Bundle               - input.left=A
10:51:40.563 [JavaFX App] DEBUG FXGLDisplay          - Loading data from profile
10:51:40.563 [JavaFX App] DEBUG Bundle               - Logging bundle: scene
10:51:40.563 [JavaFX App] DEBUG Bundle               - scene.sizeW=1280.0
10:51:40.563 [JavaFX App] DEBUG Bundle               - scene.sizeH=720.0
10:51:40.563 [JavaFX App] DEBUG FXGLDisplay          - Target size: DoubleProperty [value: 1280.0] x DoubleProperty [value: 720.0] @ 1.0
10:51:40.563 [JavaFX App] DEBUG FXGLDisplay          - New size:    1280.0 x 720.0 @ DoubleProperty [value: 1.0]
10:51:40.593 [JavaFX App] DEBUG FXGLAudioPlayer      - Loading data from profile
10:51:40.593 [JavaFX App] DEBUG Bundle               - Logging bundle: audio
10:51:40.593 [JavaFX App] DEBUG Bundle               - audio.musicVolume=0.5
10:51:40.593 [JavaFX App] DEBUG Bundle               - audio.soundVolume=0.5
10:51:40.593 [JavaFX App] DEBUG AchievementManager   - Loading data from profile
10:51:40.593 [JavaFX App] DEBUG Bundle               - Logging bundle: achievement
10:51:40.593 [JavaFX App] DEBUG FXGLMasterTimer      - Loading data from profile
10:51:40.593 [JavaFX App] DEBUG Bundle               - Logging bundle: timer
10:51:40.594 [JavaFX App] DEBUG Bundle               - timer.playtime=380554942929
10:51:40.594 [JavaFX App] DEBUG SaveLoadManager      - Loading last modified save file
10:51:40.594 [JavaFX App] DEBUG SaveLoadManager      - Loading save files
10:51:40.596 [JavaFX App] DEBUG IOTask               - Showing dialog
10:51:40.605 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_OPENED]
10:51:40.605 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
10:51:40.605 [pool-3-thr] DEBUG IOTask               - Executing task: loadFileNamesTask(./profiles/1/saves/, true, [FileExtension(extension=.sav)])
10:51:40.605 [pool-3-thr] DEBUG IOTask               - Executing task: loadFileNamesTask(./profiles/1/saves/, true, [FileExtension(extension=.sav)])
10:51:40.606 [pool-3-thr] DEBUG IOTask               - Executing task: loadFileNamesTask(./profiles/1/saves/, true, [FileExtension(extension=.sav)])
10:51:40.607 [pool-3-thr] DEBUG IOTask               - Executing task: readSaveFiles
10:51:40.608 [pool-3-thr] DEBUG IOTask               - Executing task: findLastSave
10:51:40.623 [JavaFX App] DEBUG IOTask               - fail(): Dismissing dialog
10:51:40.623 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_CLOSED]
10:51:40.623 [JavaFX App] WARN  IOTask               - Task failed: loadFileNamesTask(./profiles/1/saves/, true, [FileExtension(extension=.sav)]) Error: java.io.FileNotFoundException: No save files found
10:51:40.624 [JavaFX App] DEBUG FXGLEventBus         - Firing event: ProfileSelectedEvent[name=1,hasSaves=false]
10:51:41.561 [JavaFX App] DEBUG Menu                 - fireNewGame()
10:51:41.561 [JavaFX App] DEBUG GameApplication      - Starting new game
10:51:41.562 [JavaFX App] DEBUG GameApplication      - Initializing App
10:51:41.563 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=PAUSE]
10:51:41.563 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
10:51:41.563 [JavaFX App] DEBUG FXGLMasterTimer      - Stopping master timer
10:51:41.563 [JavaFX App] DEBUG GameApplication      - State: MAIN_MENU -> PAUSED
10:51:41.563 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=RESET]
10:51:41.563 [JavaFX App] DEBUG GameWorld            - Resetting game world
10:51:41.563 [JavaFX App] TRACE EntityWorld          - Resetting entity world
10:51:41.564 [JavaFX App] DEBUG GameScene            - Resetting game scene
10:51:41.564 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
10:51:41.564 [JavaFX App] DEBUG FXGLMasterTimer      - Resetting ticks and clearing all actions
10:51:41.564 [JavaFX App] DEBUG GameApplication      - State: PAUSED -> LOADING
10:51:41.567 [JavaFX App] DEBUG GameApplication      - Starting FXGL Init Thread
10:51:41.568 [JavaFX App] DEBUG FXGLEventBus         - Firing event: MenuEvent[type=NEW_GAME]
10:51:41.568 [FXGL Init ] DEBUG InitAppTask          - Initializing Assets
10:51:41.569 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/Balls/ball_red.png
10:51:41.571 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/Bats/bat_black.png
10:51:41.572 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/Bricks/brick_blue_small.png
10:51:41.572 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/Walls/brick_red.png
10:51:41.573 [FXGL Init ] DEBUG InitAppTask          - Initializing Game
10:51:41.586 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bats/bat_black.png
10:51:41.590 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Balls/ball_red.png
10:51:41.591 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.592 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.592 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.593 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.593 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.594 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.594 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.594 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.595 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.595 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.595 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.596 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/Bricks/brick_blue_small.png
10:51:41.596 [FXGL Init ] DEBUG InitAppTask          - Initializing Physics
10:51:41.597 [FXGL Init ] DEBUG InitAppTask          - Initializing UI
10:51:41.598 [FXGL Init ] DEBUG GameScene            - Adding UI node: Text[text="0", x=0.0, y=0.0, alignment=LEFT, origin=BASELINE, boundsType=LOGICAL, font=Font[name=System Regular, family=System, style=Regular, size=20.0], fontSmoothingType=GRAY, fill=0x000000ff]
10:51:41.598 [FXGL Init ] DEBUG InitAppTask          - Initialization Complete
10:51:41.598 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=INIT_APP_COMPLETE]
10:51:41.598 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=RESUME]
10:51:41.599 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
10:51:41.599 [JavaFX App] DEBUG FXGLMasterTimer      - Starting master timer
10:51:41.599 [JavaFX App] DEBUG GameApplication      - State: LOADING -> PLAYING
10:51:41.608 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.648 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.648 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.650 [JavaFX App] DEBUG GameScene            - Creating render group for layer: TOP(2147483647)
10:51:41.651 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.651 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.652 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.652 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.652 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.652 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.652 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.652 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.652 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.652 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.652 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.652 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.653 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.653 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.653 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.653 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.653 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.653 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.653 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.653 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.653 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.653 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.653 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.653 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.653 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.653 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.653 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.653 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.654 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.654 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.654 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.654 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.654 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.654 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.654 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.654 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.654 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.654 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.654 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.654 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.654 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.654 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.654 [JavaFX App] DEBUG GameScene            - Entity added to scene
10:51:41.654 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
10:51:41.654 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
10:51:41.654 [JavaFX App] TRACE Entity               - Initializing entity
10:51:41.654 [JavaFX App] DEBUG GameScene            - Entity added to scene
